State Name,Agency Name,Agency ID - NCES Assigned,County Name,County Number,Charter School,Title I School Status,Congressional Code,School Level,Total Students All Grades (Excludes AE),Free and Reduced Lunch Students,Male Students,Female Students,American Indian/Alaska Native Students,Asian or Asian/Pacific Islander Students,Hispanic Students,Black or African American Students,White Students,Nat. Hawaiian or Other Pacific Isl. Students,Two or More Races Students,Full-Time Equivalent (FTE) Teachers,Pupil/Teacher Ratio,National School Lunch Program,School ID - NCES Assigned,School Name,District Entity ID,District Name,Percent Passing,Subject
Arizona,Nogales Unified District,"=""0405530""",Santa Cruz County,"=""04023""",2-No,5-Title I schoolwide school,"=""0403""",Elementary,406,373,211,195,"=""0""","=""0""",405,"=""0""",1,"=""0""","=""0""",20.50,19.80,Yes under Provision 2,"=""040553000451""",A J Mitchell Elementary School,4457,Nogales Unified District,28,English Language Arts
Arizona,Nogales Unified District,"=""0405530""",Santa Cruz County,"=""04023""",2-No,5-Title I schoolwide school,"=""0403""",Elementary,406,373,211,195,"=""0""","=""0""",405,"=""0""",1,"=""0""","=""0""",20.50,19.80,Yes under Provision 2,"=""040553000451""",A J Mitchell Elementary School,4457,Nogales Unified District,21,Math
Arizona,Marana Unified District,"=""0404630""",Pima County,"=""04019""",2-No,4-Title I schoolwide eligible school-No program,"=""0401""",High,10,–,6,4,"=""0""","=""0""",7,"=""0""",2,"=""0""",1,6.80,1.47,No,"=""040463000999""",A. C. E.,4404,Marana Unified District,*,English Language Arts
Arizona,Marana Unified District,"=""0404630""",Pima County,"=""04019""",2-No,4-Title I schoolwide eligible school-No program,"=""0401""",High,10,–,6,4,"=""0""","=""0""",7,"=""0""",2,"=""0""",1,6.80,1.47,No,"=""040463000999""",A. C. E.,4404,Marana Unified District,*,Math
Arizona,Arizona Agribusiness & Equine Center Inc. 1,"=""0400106""",Maricopa County,"=""04013""",1-Yes,6-Not a Title I school,"=""0406""",High,313,–,107,206,1,12,47,10,239,1,3,–,†,No,"=""040010601892""",AAEC - Paradise Valley,4331,"Arizona Agribusiness & Equine Center, Inc.",62,English Language Arts
Arizona,Arizona Agribusiness & Equine Center Inc. 1,"=""0400106""",Maricopa County,"=""04013""",1-Yes,6-Not a Title I school,"=""0406""",High,313,–,107,206,1,12,47,10,239,1,3,–,†,No,"=""040010601892""",AAEC - Paradise Valley,4331,"Arizona Agribusiness & Equine Center, Inc.",58,Math
Arizona,Arizona Agribusiness & Equine Center Inc. 2,"=""0400417""",Maricopa County,"=""04013""",1-Yes,6-Not a Title I school,"=""0407""",High,444,–,194,250,4,"=""0""",371,34,33,"=""0""",2,–,†,Yes participating without using any Provision or the CEO,"=""040041701588""",AAEC - SMCC Campus,85816,"Arizona Agribusiness & Equine Center, Inc.",45,English Language Arts
Arizona,Arizona Agribusiness & Equine Center Inc. 2,"=""0400417""",Maricopa County,"=""04013""",1-Yes,6-Not a Title I school,"=""0407""",High,444,–,194,250,4,"=""0""",371,34,33,"=""0""",2,–,†,Yes participating without using any Provision or the CEO,"=""040041701588""",AAEC - SMCC Campus,85816,"Arizona Agribusiness & Equine Center, Inc.",28,Math
Arizona,Prescott Unified District,"=""0406730""",Yavapai County,"=""04025""",2-No,5-Title I schoolwide school,"=""0404""",Elementary,517,164,246,271,11,4,70,3,409,1,19,25.60,20.20,Yes participating without using any Provision or the CEO,"=""040673001433""",Abia Judd Elementary School,4466,Prescott Unified District,71,English Language Arts
Arizona,Prescott Unified District,"=""0406730""",Yavapai County,"=""04025""",2-No,5-Title I schoolwide school,"=""0404""",Elementary,517,164,246,271,11,4,70,3,409,1,19,25.60,20.20,Yes participating without using any Provision or the CEO,"=""040673001433""",Abia Judd Elementary School,4466,Prescott Unified District,73,Math
Arizona,Washington Elementary School District,"=""0409060""",Maricopa County,"=""04013""",2-No,1-Title I targeted assistance eligible school-No program,"=""0406""",Elementary,608,266,292,316,8,48,257,30,231,4,30,32.75,18.56,Yes under Community Eligibility Option (CEO),"=""040906000652""",Abraham Lincoln Traditional School,4260,Washington Elementary School District,64,English Language Arts
Arizona,Washington Elementary School District,"=""0409060""",Maricopa County,"=""04013""",2-No,1-Title I targeted assistance eligible school-No program,"=""0406""",Elementary,608,266,292,316,8,48,257,30,231,4,30,32.75,18.56,Yes under Community Eligibility Option (CEO),"=""040906000652""",Abraham Lincoln Traditional School,4260,Washington Elementary School District,63,Math
Arizona,Washington Elementary School District,"=""0409060""",Maricopa County,"=""04013""",2-No,5-Title I schoolwide school,"=""0406""",Elementary,868,650,431,437,23,16,374,53,374,1,27,45.87,18.92,Yes under Community Eligibility Option (CEO),"=""040906000915""",Acacia Elementary School,4260,Washington Elementary School District,49,English Language Arts
Arizona,Washington Elementary School District,"=""0409060""",Maricopa County,"=""04013""",2-No,5-Title I schoolwide school,"=""0406""",Elementary,868,650,431,437,23,16,374,53,374,1,27,45.87,18.92,Yes under Community Eligibility Option (CEO),"=""040906000915""",Acacia Elementary School,4260,Washington Elementary School District,55,Math
Arizona,Vail Unified School District,"=""0408850""",Pima County,"=""04019""",2-No,6-Not a Title I school,"=""0402""",Elementary,643,198,349,294,"=""0""",6,226,10,361,1,39,"=""0.00""",†,Yes participating without using any Provision or the CEO,"=""040885001510""",Acacia Elementary School,4413,Vail Unified School District,67,English Language Arts
Arizona,Vail Unified School District,"=""0408850""",Pima County,"=""04019""",2-No,6-Not a Title I school,"=""0402""",Elementary,643,198,349,294,"=""0""",6,226,10,361,1,39,"=""0.00""",†,Yes participating without using any Provision or the CEO,"=""040885001510""",Acacia Elementary School,4413,Vail Unified School District,74,Math
Arizona,Ed Ahead,"=""0400817""",Pima County,"=""04019""",1-Yes,5-Title I schoolwide school,"=""0402""",Elementary,61,58,37,24,4,"=""0""",28,13,14,"=""0""",2,–,†,Yes under Community Eligibility Option (CEO),"=""040081703191""",Academy Adventures Midtown,90506,Ed Ahead,9,English Language Arts
Arizona,Ed Ahead,"=""0400817""",Pima County,"=""04019""",1-Yes,5-Title I schoolwide school,"=""0402""",Elementary,61,58,37,24,4,"=""0""",28,13,14,"=""0""",2,–,†,Yes under Community Eligibility Option (CEO),"=""040081703191""",Academy Adventures Midtown,90506,Ed Ahead,18,Math
Arizona,Academy Del Sol  Inc.,"=""0400797""",Pima County,"=""04019""",1-Yes,6-Not a Title I school,"=""0402""",Elementary,85,60,46,39,"=""0""","=""0""",56,10,19,"=""0""","=""0""",–,†,Yes participating without using any Provision or the CEO,"=""040079702994""",Academy Del Sol,90199,"Academy Del Sol, Inc.",25,English Language Arts
Arizona,Academy Del Sol  Inc.,"=""0400797""",Pima County,"=""04019""",1-Yes,6-Not a Title I school,"=""0402""",Elementary,85,60,46,39,"=""0""","=""0""",56,10,19,"=""0""","=""0""",–,†,Yes participating without using any Provision or the CEO,"=""040079702994""",Academy Del Sol,90199,"Academy Del Sol, Inc.",36,Math
Arizona,Academy Del Sol  Inc.,"=""0400797""",Pima County,"=""04019""",1-Yes,6-Not a Title I school,"=""0403""",Elementary,519,378,264,255,9,2,433,10,60,1,4,–,†,Yes participating without using any Provision or the CEO,"=""040079703230""",Academy Del Sol - Hope,90199,"Academy Del Sol, Inc.",51,English Language Arts
Arizona,Academy Del Sol  Inc.,"=""0400797""",Pima County,"=""04019""",1-Yes,6-Not a Title I school,"=""0403""",Elementary,519,378,264,255,9,2,433,10,60,1,4,–,†,Yes participating without using any Provision or the CEO,"=""040079703230""",Academy Del Sol - Hope,90199,"Academy Del Sol, Inc.",46,Math
Arizona,Academy of Building Industries  Inc.,"=""0400414""",Mohave County,"=""04015""",1-Yes,3-Title I schoolwide eligible-Title I targeted assistance program,"=""0404""",High,115,–,76,39,1,"=""0""",20,5,87,"=""0""",2,–,†,No,"=""040041402412""",Academy of Building Industries,85540,"Academy of Building Industries, Inc.",16,English Language Arts
Arizona,Academy of Building Industries  Inc.,"=""0400414""",Mohave County,"=""04015""",1-Yes,3-Title I schoolwide eligible-Title I targeted assistance program,"=""0404""",High,115,–,76,39,1,"=""0""",20,5,87,"=""0""",2,–,†,No,"=""040041402412""",Academy of Building Industries,85540,"Academy of Building Industries, Inc.",19,Math
Arizona,Academy of Mathematics and Science Inc. 1,"=""0400368""",Pima County,"=""04019""",1-Yes,6-Not a Title I school,"=""0402""",Other,455,290,204,251,20,12,298,14,101,1,9,–,†,Yes participating without using any Provision or the CEO,"=""040036802037""",Academy of Math and Science,79961,"Academy of Mathematics and Science, Inc.",63,English Language Arts
Arizona,Academy of Mathematics and Science Inc. 1,"=""0400368""",Pima County,"=""04019""",1-Yes,6-Not a Title I school,"=""0402""",Other,455,290,204,251,20,12,298,14,101,1,9,–,†,Yes participating without using any Provision or the CEO,"=""040036802037""",Academy of Math and Science,79961,"Academy of Mathematics and Science, Inc.",76,Math
ARIZONA,Academy of Mathematics and Science Inc. 2,"=""0400940""",Maricopa County,"=""04013""",1-Yes,5-Title I schoolwide school,"=""0407""",Elementary,807,685,405,402,1,1,729,46,26,"=""0""",4,–,†,Yes under Provision 2,"=""040094003499""",Academy of Math and Science Camelback,92768,"Academy of Mathematics and Science, Inc.",30,English Language Arts
ARIZONA,Academy of Mathematics and Science Inc. 2,"=""0400940""",Maricopa County,"=""04013""",1-Yes,5-Title I schoolwide school,"=""0407""",Elementary,807,685,405,402,1,1,729,46,26,"=""0""",4,–,†,Yes under Provision 2,"=""040094003499""",Academy of Math and Science Camelback,92768,"Academy of Mathematics and Science, Inc.",31,Math
Arizona,Academy of Mathematics and Science South  Inc.,"=""0400891""",Maricopa County,"=""04013""",1-Yes,5-Title I schoolwide school,"=""0407""",Elementary,46,41,24,22,"=""0""","=""0""",40,1,2,"=""0""",3,–,†,Yes under Provision 2,"=""040089103399""",Academy of Mathematics and Science South,90878,"Academy of Mathematics and Science South, Inc.",32,English Language Arts
Arizona,Academy of Mathematics and Science South  Inc.,"=""0400891""",Maricopa County,"=""04013""",1-Yes,5-Title I schoolwide school,"=""0407""",Elementary,46,41,24,22,"=""0""","=""0""",40,1,2,"=""0""",3,–,†,Yes under Provision 2,"=""040089103399""",Academy of Mathematics and Science South,90878,"Academy of Mathematics and Science South, Inc.",39,Math
Arizona,Academy of Tucson  Inc.,"=""0400202""",Pima County,"=""04019""",1-Yes,6-Not a Title I school,"=""0402""",Elementary,280,–,137,143,1,2,80,8,170,1,18,–,†,No,"=""040020203141""",Academy of Tucson Elementary School,78897,"Academy of Tucson, Inc.",60,English Language Arts
Arizona,Academy of Tucson  Inc.,"=""0400202""",Pima County,"=""04019""",1-Yes,6-Not a Title I school,"=""0402""",Elementary,280,–,137,143,1,2,80,8,170,1,18,–,†,No,"=""040020203141""",Academy of Tucson Elementary School,78897,"Academy of Tucson, Inc.",40,Math
Arizona,Academy of Tucson  Inc.,"=""0400202""",Pima County,"=""04019""",1-Yes,6-Not a Title I school,"=""0402""",High,147,–,62,85,2,2,31,7,93,3,9,–,†,No,"=""040020201959""",Academy of Tucson High School,78897,"Academy of Tucson, Inc.",54,English Language Arts
Arizona,Academy of Tucson  Inc.,"=""0400202""",Pima County,"=""04019""",1-Yes,6-Not a Title I school,"=""0402""",High,147,–,62,85,2,2,31,7,93,3,9,–,†,No,"=""040020201959""",Academy of Tucson High School,78897,"Academy of Tucson, Inc.",40,Math
Arizona,Academy of Tucson  Inc.,"=""0400202""",Pima County,"=""04019""",1-Yes,6-Not a Title I school,"=""0402""",Middle,271,–,131,140,3,7,68,13,151,3,26,–,†,No,"=""040020202312""",Academy of Tucson Middle School,78897,"Academy of Tucson, Inc.",58,English Language Arts
Arizona,Academy of Tucson  Inc.,"=""0400202""",Pima County,"=""04019""",1-Yes,6-Not a Title I school,"=""0402""",Middle,271,–,131,140,3,7,68,13,151,3,26,–,†,No,"=""040020202312""",Academy of Tucson Middle School,78897,"Academy of Tucson, Inc.",36,Math
Arizona,Academy with Community Partners  Inc,"=""0400276""",Maricopa County,"=""04013""",1-Yes,5-Title I schoolwide school,"=""0405""",High,107,–,64,43,2,"=""0""",70,4,29,"=""0""",2,–,†,No,"=""040027601841""",Academy with Community Partners,79213,Academy with Community Partners  Inc,8,English Language Arts
Arizona,Academy with Community Partners  Inc,"=""0400276""",Maricopa County,"=""04013""",1-Yes,5-Title I schoolwide school,"=""0405""",High,107,–,64,43,2,"=""0""",70,4,29,"=""0""",2,–,†,No,"=""040027601841""",Academy with Community Partners,79213,Academy with Community Partners  Inc,*,Math
Arizona,Accelerated Learning Center  Inc.,"=""0400121""",Maricopa County,"=""04013""",1-Yes,6-Not a Title I school,"=""0406""",High,166,–,101,65,2,1,25,5,130,"=""0""",3,–,†,No,"=""040012101581""",Accelerated Learning Center,4297,"Accelerated Learning Center, Inc.",22,English Language Arts
Arizona,Accelerated Learning Center  Inc.,"=""0400121""",Maricopa County,"=""04013""",1-Yes,6-Not a Title I school,"=""0406""",High,166,–,101,65,2,1,25,5,130,"=""0""",3,–,†,No,"=""040012101581""",Accelerated Learning Center,4297,"Accelerated Learning Center, Inc.",8,Math
Arizona,Accelerated Elementary and Secondary Schools,"=""0400129""",Pima County,"=""04019""",1-Yes,6-Not a Title I school,"=""0403""",Other,165,–,92,73,"=""0""",3,98,2,54,8,"=""0""",–,†,No,"=""040012901790""",Accelerated Learning Laboratory,6364,Accelerated Elementary and Secondary Schools,51,English Language Arts
Arizona,Accelerated Elementary and Secondary Schools,"=""0400129""",Pima County,"=""04019""",1-Yes,6-Not a Title I school,"=""0403""",Other,165,–,92,73,"=""0""",3,98,2,54,8,"=""0""",–,†,No,"=""040012901790""",Accelerated Learning Laboratory,6364,Accelerated Elementary and Secondary Schools,55,Math
Arizona,Acclaim Charter School,"=""0400122""",Maricopa County,"=""04013""",1-Yes,5-Title I schoolwide school,"=""0407""",Elementary,341,306,191,150,"=""0""","=""0""",333,2,4,"=""0""",2,–,†,Yes participating without using any Provision or the CEO,"=""040012201585""",ACCLAIM Academy,4325,Acclaim Charter School,29,English Language Arts
Arizona,Acclaim Charter School,"=""0400122""",Maricopa County,"=""04013""",1-Yes,5-Title I schoolwide school,"=""0407""",Elementary,341,306,191,150,"=""0""","=""0""",333,2,4,"=""0""",2,–,†,Yes participating without using any Provision or the CEO,"=""040012201585""",ACCLAIM Academy,4325,Acclaim Charter School,23,Math
Arizona,Acorn Montessori Charter School,"=""0400320""",Yavapai County,"=""04025""",1-Yes,5-Title I schoolwide school,"=""0404""",Middle,318,219,157,161,4,"=""0""",113,2,184,5,10,–,†,Yes participating without using any Provision or the CEO,"=""040032002227""",Acorn Montessori Charter School,79437,Acorn Montessori Charter School,51,English Language Arts
Arizona,Acorn Montessori Charter School,"=""0400320""",Yavapai County,"=""04025""",1-Yes,5-Title I schoolwide school,"=""0404""",Middle,318,219,157,161,4,"=""0""",113,2,184,5,10,–,†,Yes participating without using any Provision or the CEO,"=""040032002227""",Acorn Montessori Charter School,79437,Acorn Montessori Charter School,56,Math
Arizona,Mesa Unified District,"=""0404970""",Maricopa County,"=""04013""",2-No,5-Title I schoolwide school,"=""0409""",Elementary,699,607,348,351,106,2,398,75,80,13,25,36.53,19.13,Yes participating without using any Provision or the CEO,"=""040497000378""",Adams Elementary School,4235,Mesa Unified District,21,English Language Arts
Arizona,Mesa Unified District,"=""0404970""",Maricopa County,"=""04013""",2-No,5-Title I schoolwide school,"=""0409""",Elementary,699,607,348,351,106,2,398,75,80,13,25,36.53,19.13,Yes participating without using any Provision or the CEO,"=""040497000378""",Adams Elementary School,4235,Mesa Unified District,29,Math
Arizona,Choice Academies  Inc.,"=""0400805""",Maricopa County,"=""04013""",1-Yes,6-Not a Title I school,"=""0406""",Elementary,646,44,328,318,2,165,48,10,395,1,25,–,†,Yes participating without using any Provision or the CEO,"=""040080503050""",Adams Traditional Academy,90138,"Choice Academies, Inc.",79,English Language Arts
Arizona,Choice Academies  Inc.,"=""0400805""",Maricopa County,"=""04013""",1-Yes,6-Not a Title I school,"=""0406""",Elementary,646,44,328,318,2,165,48,10,395,1,25,–,†,Yes participating without using any Provision or the CEO,"=""040080503050""",Adams Traditional Academy,90138,"Choice Academies, Inc.",85,Math
Arizona,Educational Impact  Inc.,"=""0400613""",Pima County,"=""04019""",1-Yes,6-Not a Title I school,"=""0402""",Elementary,128,97,69,59,4,2,59,5,46,1,11,–,†,Yes participating without using any Provision or the CEO,"=""040061302553""",Adventure School,81123,"Educational Impact, Inc.",38,English Language Arts
Arizona,Educational Impact  Inc.,"=""0400613""",Pima County,"=""04019""",1-Yes,6-Not a Title I school,"=""0402""",Elementary,128,97,69,59,4,2,59,5,46,1,11,–,†,Yes participating without using any Provision or the CEO,"=""040061302553""",Adventure School,81123,"Educational Impact, Inc.",24,Math
Arizona,Tanque Verde Unified District,"=""0408280""",Pima County,"=""04019""",2-No,6-Not a Title I school,"=""0402""",Elementary,514,66,246,268,1,6,98,2,386,2,19,31.93,16.10,Yes participating without using any Provision or the CEO,"=""040828001150""",Agua Caliente School,4408,Tanque Verde Unified District,56,English Language Arts
Arizona,Tanque Verde Unified District,"=""0408280""",Pima County,"=""04019""",2-No,6-Not a Title I school,"=""0402""",Elementary,514,66,246,268,1,6,98,2,386,2,19,31.93,16.10,Yes participating without using any Provision or the CEO,"=""040828001150""",Agua Caliente School,4408,Tanque Verde Unified District,55,Math
Arizona,Agua Fria Union High School District,"=""0400450""",Maricopa County,"=""04013""",2-No,5-Title I schoolwide school,"=""0403""",High,1761,1055,862,899,12,35,1133,195,334,8,44,90.20,19.52,Yes participating without using any Provision or the CEO,"=""040045000001""",Agua Fria High School,4289,Agua Fria Union High School District,28,English Language Arts
Arizona,Agua Fria Union High School District,"=""0400450""",Maricopa County,"=""04013""",2-No,5-Title I schoolwide school,"=""0403""",High,1761,1055,862,899,12,35,1133,195,334,8,44,90.20,19.52,Yes participating without using any Provision or the CEO,"=""040045000001""",Agua Fria High School,4289,Agua Fria Union High School District,33,Math
Arizona,Aguila Elementary District,"=""0400480""",Maricopa County,"=""04013""",2-No,5-Title I schoolwide school,"=""0404""",Elementary,158,135,74,84,"=""0""",3,145,1,7,"=""0""",2,8.00,19.75,Yes participating without using any Provision or the CEO,"=""040048000002""",Aguila Elementary School,4249,Aguila Elementary District,42,English Language Arts
Arizona,Aguila Elementary District,"=""0400480""",Maricopa County,"=""04013""",2-No,5-Title I schoolwide school,"=""0404""",Elementary,158,135,74,84,"=""0""",3,145,1,7,"=""0""",2,8.00,19.75,Yes participating without using any Provision or the CEO,"=""040048000002""",Aguila Elementary School,4249,Aguila Elementary District,46,Math
Arizona,Tempe School District,"=""0408310""",Maricopa County,"=""04013""",2-No,6-Not a Title I school,"=""0409""",Elementary,491,372,237,254,54,2,330,36,54,2,13,26.88,18.27,Yes participating without using any Provision or the CEO,"=""040831000763""",Aguilar School,4258,Tempe School District,36,English Language Arts
Arizona,Tempe School District,"=""0408310""",Maricopa County,"=""04013""",2-No,6-Not a Title I school,"=""0409""",Elementary,491,372,237,254,54,2,330,36,54,2,13,26.88,18.27,Yes participating without using any Provision or the CEO,"=""040831000763""",Aguilar School,4258,Tempe School District,41,Math
ARIZONA,Espiritu Schools,"=""0400939""",Maricopa County,"=""04013""",1-Yes,6-Not a Title I school,"=""0407""",High,53,50,33,20,"=""0""",1,51,"=""0""",1,"=""0""","=""0""",–,†,Yes under Community Eligibility Option (CEO),"=""040093903495""",AIM Higher College Prep Academy,92902,Espiritu Schools,29,English Language Arts
ARIZONA,Espiritu Schools,"=""0400939""",Maricopa County,"=""04013""",1-Yes,6-Not a Title I school,"=""0407""",High,53,50,33,20,"=""0""",1,51,"=""0""",1,"=""0""","=""0""",–,†,Yes under Community Eligibility Option (CEO),"=""040093903495""",AIM Higher College Prep Academy,92902,Espiritu Schools,33,Math
Arizona,Ajo Unified District,"=""0400520""",Pima County,"=""04019""",2-No,6-Not a Title I school,"=""0403""",Elementary,324,265,155,169,27,8,222,2,51,4,10,8.72,37.16,Yes participating without using any Provision or the CEO,"=""040052000003""",Ajo Elementary School,4409,Ajo Unified District,27,English Language Arts
Arizona,Ajo Unified District,"=""0400520""",Pima County,"=""04019""",2-No,6-Not a Title I school,"=""0403""",Elementary,324,265,155,169,27,8,222,2,51,4,10,8.72,37.16,Yes participating without using any Provision or the CEO,"=""040052000003""",Ajo Elementary School,4409,Ajo Unified District,29,Math
Arizona,Ajo Unified District,"=""0400520""",Pima County,"=""04019""",2-No,6-Not a Title I school,"=""0403""",High,119,103,63,56,11,5,90,"=""0""",13,"=""0""","=""0""",10.71,11.11,Yes participating without using any Provision or the CEO,"=""040052003063""",Ajo High School,4409,Ajo Unified District,31,English Language Arts
Arizona,Ajo Unified District,"=""0400520""",Pima County,"=""04019""",2-No,6-Not a Title I school,"=""0403""",High,119,103,63,56,11,5,90,"=""0""",13,"=""0""","=""0""",10.71,11.11,Yes participating without using any Provision or the CEO,"=""040052003063""",Ajo High School,4409,Ajo Unified District,14,Math
Arizona,Akimel O'Otham Pee Posh Charter School Inc. 2,"=""0400404""",Pinal County,"=""04021""",1-Yes,5-Title I schoolwide school,"=""0401""",Elementary,82,–,45,37,82,"=""0""","=""0""","=""0""","=""0""","=""0""","=""0""",–,†,No,"=""040040401993""",Akimel O'Otham Pee Posh (3-5),78966,"Akimel O'Otham Pee Posh Charter School, Inc.",32,English Language Arts
Arizona,Akimel O'Otham Pee Posh Charter School Inc. 2,"=""0400404""",Pinal County,"=""04021""",1-Yes,5-Title I schoolwide school,"=""0401""",Elementary,82,–,45,37,82,"=""0""","=""0""","=""0""","=""0""","=""0""","=""0""",–,†,No,"=""040040401993""",Akimel O'Otham Pee Posh (3-5),78966,"Akimel O'Otham Pee Posh Charter School, Inc.",32,Math
Arizona,Whiteriver Unified District,"=""0409160""",Navajo County,"=""04017""",2-No,6-Not a Title I school,"=""0401""",High,518,429,277,241,508,"=""0""",4,"=""0""","=""0""",1,5,23.27,22.26,Yes under Community Eligibility Option (CEO),"=""040916000005""",Alchesay High School,4394,Whiteriver Unified District,6,English Language Arts
Arizona,Whiteriver Unified District,"=""0409160""",Navajo County,"=""04017""",2-No,6-Not a Title I school,"=""0401""",High,518,429,277,241,508,"=""0""",4,"=""0""","=""0""",1,5,23.27,22.26,Yes under Community Eligibility Option (CEO),"=""040916000005""",Alchesay High School,4394,Whiteriver Unified District,5,Math
Arizona,Phoenix Union High School District,"=""0406330""",Maricopa County,"=""04013""",2-No,6-Not a Title I school,"=""0407""",High,2687,2309,1426,1261,52,127,2107,244,121,5,31,143.80,18.69,Yes participating without using any Provision or the CEO,"=""040633000538""",Alhambra High School,4286,Phoenix Union High School District,21,English Language Arts
Arizona,Phoenix Union High School District,"=""0406330""",Maricopa County,"=""04013""",2-No,6-Not a Title I school,"=""0407""",High,2687,2309,1426,1261,52,127,2107,244,121,5,31,143.80,18.69,Yes participating without using any Provision or the CEO,"=""040633000538""",Alhambra High School,4286,Phoenix Union High School District,20,Math
Arizona,Alhambra Elementary District,"=""0400600""",Maricopa County,"=""04013""",2-No,6-Not a Title I school,"=""0407""",Elementary,710,432,320,390,4,13,518,56,100,2,17,29.00,24.48,Yes participating without using any Provision or the CEO,"=""040060001283""",Alhambra Traditional School,4280,Alhambra Elementary District,80,English Language Arts
Arizona,Alhambra Elementary District,"=""0400600""",Maricopa County,"=""04013""",2-No,6-Not a Title I school,"=""0407""",Elementary,710,432,320,390,4,13,518,56,100,2,17,29.00,24.48,Yes participating without using any Provision or the CEO,"=""040060001283""",Alhambra Traditional School,4280,Alhambra Elementary District,94,Math
Arizona,Yuma Elementary District,"=""0409600""",Yuma County,"=""04027""",2-No,5-Title I schoolwide school,"=""0403""",Elementary,345,255,175,170,"=""0""",4,271,2,66,"=""0""",2,16.10,21.43,Yes participating without using any Provision or the CEO,"=""040960000981""",Alice Byrne Elementary School,4499,Yuma Elementary District,51,English Language Arts
Arizona,Yuma Elementary District,"=""0409600""",Yuma County,"=""04027""",2-No,5-Title I schoolwide school,"=""0403""",Elementary,345,255,175,170,"=""0""",4,271,2,66,"=""0""",2,16.10,21.43,Yes participating without using any Provision or the CEO,"=""040960000981""",Alice Byrne Elementary School,4499,Yuma Elementary District,67,Math
Arizona,Tucson Unified District,"=""0408800""",Pima County,"=""04019""",2-No,6-Not a Title I school,"=""0402""",Middle,653,417,339,314,6,15,353,33,207,1,38,40.42,16.16,Yes participating without using any Provision or the CEO,"=""040880000817""",Alice Vail Middle School,4403,Tucson Unified District,31,English Language Arts
Arizona,Tucson Unified District,"=""0408800""",Pima County,"=""04019""",2-No,6-Not a Title I school,"=""0402""",Middle,653,417,339,314,6,15,353,33,207,1,38,40.42,16.16,Yes participating without using any Provision or the CEO,"=""040880000817""",Alice Vail Middle School,4403,Tucson Unified District,33,Math
Arizona,All Aboard Charter School,"=""0400396""",Maricopa County,"=""04013""",1-Yes,5-Title I schoolwide school,"=""0407""",Elementary,121,93,65,56,3,2,63,22,29,"=""0""",2,–,†,Yes participating without using any Provision or the CEO,"=""040039602306""",All Aboard Charter School,79969,All Aboard Charter School,64,English Language Arts
Arizona,All Aboard Charter School,"=""0400396""",Maricopa County,"=""04013""",1-Yes,5-Title I schoolwide school,"=""0407""",Elementary,121,93,65,56,3,2,63,22,29,"=""0""",2,–,†,Yes participating without using any Provision or the CEO,"=""040039602306""",All Aboard Charter School,79969,All Aboard Charter School,39,Math
Arizona,Alpine Elementary District,"=""0400630""",Apache County,"=""04001""",2-No,6-Not a Title I school,"=""0401""",Elementary,60,–,33,27,3,"=""0""",14,"=""0""",43,"=""0""","=""0""",5.00,12.00,No,"=""040063000019""",Alpine Elementary School,4161,Alpine Elementary District,61,English Language Arts
Arizona,Alpine Elementary District,"=""0400630""",Apache County,"=""04001""",2-No,6-Not a Title I school,"=""0401""",Elementary,60,–,33,27,3,"=""0""",14,"=""0""",43,"=""0""","=""0""",5.00,12.00,No,"=""040063000019""",Alpine Elementary School,4161,Alpine Elementary District,74,Math
Arizona,Isaac Elementary District,"=""0403960""",Maricopa County,"=""04013""",2-No,6-Not a Title I school,"=""0407""",Elementary,672,618,344,328,4,"=""0""",631,22,12,"=""0""",3,38.00,17.68,Yes under Community Eligibility Option (CEO),"=""040396000314""",Alta E Butler School,4259,Isaac Elementary District,16,English Language Arts
Arizona,Isaac Elementary District,"=""0403960""",Maricopa County,"=""04013""",2-No,6-Not a Title I school,"=""0407""",Elementary,672,618,344,328,4,"=""0""",631,22,12,"=""0""",3,38.00,17.68,Yes under Community Eligibility Option (CEO),"=""040396000314""",Alta E Butler School,4259,Isaac Elementary District,18,Math
Arizona,Peoria Unified School District,"=""0406250""",Maricopa County,"=""04013""",2-No,6-Not a Title I school,"=""0408""",Elementary,787,581,391,396,14,30,495,50,169,1,28,44.00,17.89,Yes participating without using any Provision or the CEO,"=""040625000507""",Alta Loma School,4237,Peoria Unified School District,31,English Language Arts
Arizona,Peoria Unified School District,"=""0406250""",Maricopa County,"=""04013""",2-No,6-Not a Title I school,"=""0408""",Elementary,787,581,391,396,14,30,495,50,169,1,28,44.00,17.89,Yes participating without using any Provision or the CEO,"=""040625000507""",Alta Loma School,4237,Peoria Unified School District,37,Math
Arizona,Washington Elementary School District,"=""0409060""",Maricopa County,"=""04013""",2-No,5-Title I schoolwide school,"=""0406""",Elementary,748,634,370,378,36,41,341,171,127,1,31,41.20,18.16,Yes under Community Eligibility Option (CEO),"=""040906000916""",Alta Vista Elementary School,4260,Washington Elementary School District,20,English Language Arts
Arizona,Washington Elementary School District,"=""0409060""",Maricopa County,"=""04013""",2-No,5-Title I schoolwide school,"=""0406""",Elementary,748,634,370,378,36,41,341,171,127,1,31,41.20,18.16,Yes under Community Eligibility Option (CEO),"=""040906000916""",Alta Vista Elementary School,4260,Washington Elementary School District,17,Math
