State Name,County Name,County Number,Charter School,Title I School Status,Congressional Code,National School Lunch Program,School Level,Agency Name,Agency ID - NCES Assigned,Total Students All Grades (Excludes AE),Free and Reduced Lunch Students,Male Students,Female Students,American Indian/Alaska Native Students,Asian or Asian/Pacific Islander Students,Hispanic Students,Black or African American Students,White Students,Nat. Hawaiian or Other Pacific Isl. Students,Two or More Races Students,Full-Time Equivalent (FTE) Teachers,Pupil/Teacher Ratio,School ID - NCES Assigned,District Entity ID,School Name,District Name,Percent Passing,Subject
Arizona,Santa Cruz County,4023.0,2-No,5-Title I schoolwide school,403.0,Yes under Community Eligibility Option (CEO),Elementary,Nogales Unified District (4457),405530.0,294,269,152,142,0,0,292,2,0,0,0,17.00,17.29,"=""040553000451""",4457,A J Mitchell Elementary School,Nogales Unified District,18,English Language Arts
Arizona,Santa Cruz County,4023.0,2-No,5-Title I schoolwide school,403.0,Yes under Community Eligibility Option (CEO),Elementary,Nogales Unified District (4457),405530.0,294,269,152,142,0,0,292,2,0,0,0,17.00,17.29,"=""040553000451""",4457,A J Mitchell Elementary School,Nogales Unified District,11,Mathematics
ARIZONA,Pinal County,4021.0,1-Yes,3-Title I schoolwide eligible-Title I targeted assistance program,401.0,Yes participating without using any Provision or the CEO,High,A+ Charter Schools (1000166),400998.0,249,36,147,102,2,2,105,33,91,1,15,–,–,"=""040099803681""",1000166,A+ Charter Schools,A+ Charter Schools,38,English Language Arts
ARIZONA,Pinal County,4021.0,1-Yes,3-Title I schoolwide eligible-Title I targeted assistance program,401.0,Yes participating without using any Provision or the CEO,High,A+ Charter Schools (1000166),400998.0,249,36,147,102,2,2,105,33,91,1,15,–,–,"=""040099803681""",1000166,A+ Charter Schools,A+ Charter Schools,16,Mathematics
Arizona,Pima County,4019.0,2-No,6-Not a Title I school,401.0,No,High,Marana Unified District (4404),404630.0,10,–,8,2,1,0,6,0,3,0,0,1.00,10.00,"=""040463000999""",4404,A. C. E.,Marana Unified District,*,English Language Arts
Arizona,Pima County,4019.0,2-No,6-Not a Title I school,401.0,No,High,Marana Unified District (4404),404630.0,10,–,8,2,1,0,6,0,3,0,0,1.00,10.00,"=""040463000999""",4404,A. C. E.,Marana Unified District,*,Mathematics
Arizona,Maricopa County,4013.0,1-Yes,2-Title I targeted assistance school,406.0,No,High,Arizona Agribusiness & Equine Center Inc. (4331),400106.0,322,–,117,205,1,8,62,7,230,0,14,–,–,"=""040010601892""",4331,AAEC - Paradise Valley,"Arizona Agribusiness & Equine Center, Inc.",69,English Language Arts
Arizona,Maricopa County,4013.0,1-Yes,2-Title I targeted assistance school,406.0,No,High,Arizona Agribusiness & Equine Center Inc. (4331),400106.0,322,–,117,205,1,8,62,7,230,0,14,–,–,"=""040010601892""",4331,AAEC - Paradise Valley,"Arizona Agribusiness & Equine Center, Inc.",61,Mathematics
Arizona,Maricopa County,4013.0,1-Yes,5-Title I schoolwide school,407.0,Yes participating without using any Provision or the CEO,High,Arizona Agribusiness & Equine Center Inc. (85816),400417.0,499,92,211,288,5,5,427,25,31,0,6,–,–,"=""040041701588""",85816,AAEC - SMCC Campus,"Arizona Agribusiness & Equine Center, Inc.",28,English Language Arts
Arizona,Maricopa County,4013.0,1-Yes,5-Title I schoolwide school,407.0,Yes participating without using any Provision or the CEO,High,Arizona Agribusiness & Equine Center Inc. (85816),400417.0,499,92,211,288,5,5,427,25,31,0,6,–,–,"=""040041701588""",85816,AAEC - SMCC Campus,"Arizona Agribusiness & Equine Center, Inc.",13,Mathematics
ARIZONA,Maricopa County,4013.0,1-Yes,6-Not a Title I school,409.0,No,High,Arizona Agribusiness & Equine Center INC. (134379),400969.0,42,–,15,27,0,3,15,1,21,2,0,–,–,"=""040096903751""",134379,AAEC Online,Arizona Agribusiness & Equine Center INC.,50,English Language Arts
ARIZONA,Maricopa County,4013.0,1-Yes,6-Not a Title I school,409.0,No,High,Arizona Agribusiness & Equine Center INC. (134379),400969.0,42,–,15,27,0,3,15,1,21,2,0,–,–,"=""040096903751""",134379,AAEC Online,Arizona Agribusiness & Equine Center INC.,33,Mathematics
Arizona,Yavapai County,4025.0,2-No,5-Title I schoolwide school,404.0,Yes participating without using any Provision or the CEO,Elementary,Prescott Unified District (4466),406730.0,477,76,235,242,3,6,97,3,345,1,22,32.36,14.74,"=""040673001433""",4466,Abia Judd Elementary School,Prescott Unified District,57,English Language Arts
Arizona,Yavapai County,4025.0,2-No,5-Title I schoolwide school,404.0,Yes participating without using any Provision or the CEO,Elementary,Prescott Unified District (4466),406730.0,477,76,235,242,3,6,97,3,345,1,22,32.36,14.74,"=""040673001433""",4466,Abia Judd Elementary School,Prescott Unified District,58,Mathematics
Arizona,Maricopa County,4013.0,2-No,6-Not a Title I school,406.0,Yes under Community Eligibility Option (CEO),Elementary,Washington Elementary School District (4260),409060.0,530,227,258,272,5,29,268,23,158,4,43,34.30,15.45,"=""040906000652""",4260,Abraham Lincoln Traditional School,Washington Elementary School District,66,English Language Arts
Arizona,Maricopa County,4013.0,2-No,6-Not a Title I school,406.0,Yes under Community Eligibility Option (CEO),Elementary,Washington Elementary School District (4260),409060.0,530,227,258,272,5,29,268,23,158,4,43,34.30,15.45,"=""040906000652""",4260,Abraham Lincoln Traditional School,Washington Elementary School District,50,Mathematics
Arizona,Maricopa County,4013.0,2-No,5-Title I schoolwide school,406.0,Yes under Community Eligibility Option (CEO),Elementary,Washington Elementary School District (4260),409060.0,763,586,388,375,11,12,396,56,253,1,34,44.50,17.15,"=""040906000915""",4260,Acacia Elementary School,Washington Elementary School District,50,English Language Arts
Arizona,Maricopa County,4013.0,2-No,5-Title I schoolwide school,406.0,Yes under Community Eligibility Option (CEO),Elementary,Washington Elementary School District (4260),409060.0,763,586,388,375,11,12,396,56,253,1,34,44.50,17.15,"=""040906000915""",4260,Acacia Elementary School,Washington Elementary School District,40,Mathematics
Arizona,Pima County,4019.0,2-No,6-Not a Title I school,402.0,Yes participating without using any Provision or the CEO,Elementary,Vail Unified District (4413),408850.0,747,107,394,353,4,6,274,16,389,2,56,37.04,20.17,"=""040885001510""",4413,Acacia Elementary School,Vail Unified District,55,English Language Arts
Arizona,Pima County,4019.0,2-No,6-Not a Title I school,402.0,Yes participating without using any Provision or the CEO,Elementary,Vail Unified District (4413),408850.0,747,107,394,353,4,6,274,16,389,2,56,37.04,20.17,"=""040885001510""",4413,Acacia Elementary School,Vail Unified District,63,Mathematics
Arizona,Pima County,4019.0,1-Yes,5-Title I schoolwide school,402.0,Yes under Community Eligibility Option (CEO),Elementary,Ed Ahead (90506),400817.0,35,32,14,21,4,1,18,6,6,0,0,–,–,"=""040081703191""",90506,Academy Adventures Midtown,Ed Ahead,*,English Language Arts
Arizona,Pima County,4019.0,1-Yes,5-Title I schoolwide school,402.0,Yes under Community Eligibility Option (CEO),Elementary,Ed Ahead (90506),400817.0,35,32,14,21,4,1,18,6,6,0,0,–,–,"=""040081703191""",90506,Academy Adventures Midtown,Ed Ahead,*,Mathematics
Arizona,Pima County,4019.0,1-Yes,6-Not a Title I school,402.0,Yes under Community Eligibility Option (CEO),Elementary,Academy Del Sol Inc. (90199),400797.0,200,164,104,96,5,1,134,13,44,0,3,–,–,"=""040079702994""",90199,Academy Del Sol,"Academy Del Sol, Inc.",*,English Language Arts
Arizona,Pima County,4019.0,1-Yes,6-Not a Title I school,402.0,Yes under Community Eligibility Option (CEO),Elementary,Academy Del Sol Inc. (90199),400797.0,200,164,104,96,5,1,134,13,44,0,3,–,–,"=""040079702994""",90199,Academy Del Sol,"Academy Del Sol, Inc.",19,Mathematics
Arizona,Pima County,4019.0,1-Yes,6-Not a Title I school,403.0,Yes participating without using any Provision or the CEO,Elementary,Academy Del Sol Inc. (90199),400797.0,527,130,238,289,8,1,475,6,35,1,1,–,–,"=""040079703230""",90199,Academy Del Sol - Hope,"Academy Del Sol, Inc.",42,English Language Arts
Arizona,Pima County,4019.0,1-Yes,6-Not a Title I school,403.0,Yes participating without using any Provision or the CEO,Elementary,Academy Del Sol Inc. (90199),400797.0,527,130,238,289,8,1,475,6,35,1,1,–,–,"=""040079703230""",90199,Academy Del Sol - Hope,"Academy Del Sol, Inc.",28,Mathematics
Arizona,Mohave County,4015.0,1-Yes,6-Not a Title I school,404.0,No,High,Academy of Building Industries Inc. (85540),400414.0,104,–,70,34,2,0,19,4,77,2,0,–,–,"=""040041402412""",85540,Academy of Building Industries,"Academy of Building Industries, Inc.",29,English Language Arts
Arizona,Mohave County,4015.0,1-Yes,6-Not a Title I school,404.0,No,High,Academy of Building Industries Inc. (85540),400414.0,104,–,70,34,2,0,19,4,77,2,0,–,–,"=""040041402412""",85540,Academy of Building Industries,"Academy of Building Industries, Inc.",9,Mathematics
Arizona,Pima County,4019.0,1-Yes,5-Title I schoolwide school,402.0,Yes participating without using any Provision or the CEO,Other,Academy of Mathematics and Science Inc. (79961),400368.0,565,200,265,300,15,9,412,36,92,1,0,–,–,"=""040036802037""",79961,Academy of Math and Science,"Academy of Mathematics and Science, Inc.",53,English Language Arts
Arizona,Pima County,4019.0,1-Yes,5-Title I schoolwide school,402.0,Yes participating without using any Provision or the CEO,Other,Academy of Mathematics and Science Inc. (79961),400368.0,565,200,265,300,15,9,412,36,92,1,0,–,–,"=""040036802037""",79961,Academy of Math and Science,"Academy of Mathematics and Science, Inc.",49,Mathematics
ARIZONA,Pima County,4019.0,1-Yes,6-Not a Title I school,402.0,No,Elementary,Academy of Mathematics and Science Inc. (79961),400368.0,486,–,249,237,13,21,341,84,25,2,0,–,–,"=""040036803755""",79961,Academy of Math and Science Advanced Virtual Academy,"Academy of Mathematics and Science, Inc.",41,English Language Arts
ARIZONA,Pima County,4019.0,1-Yes,6-Not a Title I school,402.0,No,Elementary,Academy of Mathematics and Science Inc. (79961),400368.0,486,–,249,237,13,21,341,84,25,2,0,–,–,"=""040036803755""",79961,Academy of Math and Science Advanced Virtual Academy,"Academy of Mathematics and Science, Inc.",20,Mathematics
ARIZONA,Maricopa County,4013.0,1-Yes,5-Title I schoolwide school,403.0,Yes participating without using any Provision or the CEO,Elementary,Academy of Mathematics and Science South Inc. (90878),400891.0,1079,241,521,558,8,18,836,143,69,1,4,–,–,"=""040089103676""",90878,Academy of Math and Science Avondale,"Academy of Mathematics and Science South, Inc.",37,English Language Arts
ARIZONA,Maricopa County,4013.0,1-Yes,5-Title I schoolwide school,403.0,Yes participating without using any Provision or the CEO,Elementary,Academy of Mathematics and Science South Inc. (90878),400891.0,1079,241,521,558,8,18,836,143,69,1,4,–,–,"=""040089103676""",90878,Academy of Math and Science Avondale,"Academy of Mathematics and Science South, Inc.",27,Mathematics
ARIZONA,Maricopa County,4013.0,1-Yes,5-Title I schoolwide school,407.0,Yes participating without using any Provision or the CEO,Elementary,Academy of Mathematics and Science Inc. (92768),400940.0,1125,347,586,539,5,7,949,116,46,2,0,–,–,"=""040094003499""",92768,Academy of Math and Science Camelback,"Academy of Mathematics and Science, Inc.",23,English Language Arts
ARIZONA,Maricopa County,4013.0,1-Yes,5-Title I schoolwide school,407.0,Yes participating without using any Provision or the CEO,Elementary,Academy of Mathematics and Science Inc. (92768),400940.0,1125,347,586,539,5,7,949,116,46,2,0,–,–,"=""040094003499""",92768,Academy of Math and Science Camelback,"Academy of Mathematics and Science, Inc.",9,Mathematics
ARIZONA,Maricopa County,4013.0,1-Yes,5-Title I schoolwide school,407.0,Yes participating without using any Provision or the CEO,Elementary,Academy of Mathematics and Science South Inc. (90878),400891.0,1292,368,686,606,9,8,1173,62,39,1,0,–,–,"=""040089103581""",90878,Academy of Math and Science Desert Sky,"Academy of Mathematics and Science South, Inc.",34,English Language Arts
ARIZONA,Maricopa County,4013.0,1-Yes,5-Title I schoolwide school,407.0,Yes participating without using any Provision or the CEO,Elementary,Academy of Mathematics and Science South Inc. (90878),400891.0,1292,368,686,606,9,8,1173,62,39,1,0,–,–,"=""040089103581""",90878,Academy of Math and Science Desert Sky,"Academy of Mathematics and Science South, Inc.",25,Mathematics
ARIZONA,Maricopa County,4013.0,1-Yes,5-Title I schoolwide school,407.0,Yes participating without using any Provision or the CEO,Elementary,Academy of Mathematics and Science South Inc. (90878),400891.0,1248,473,620,628,10,20,900,209,105,4,0,–,–,"=""040089103618""",90878,Academy of Math and Science Glendale,"Academy of Mathematics and Science South, Inc.",29,English Language Arts
ARIZONA,Maricopa County,4013.0,1-Yes,5-Title I schoolwide school,407.0,Yes participating without using any Provision or the CEO,Elementary,Academy of Mathematics and Science South Inc. (90878),400891.0,1248,473,620,628,10,20,900,209,105,4,0,–,–,"=""040089103618""",90878,Academy of Math and Science Glendale,"Academy of Mathematics and Science South, Inc.",21,Mathematics
ARIZONA,Maricopa County,4013.0,1-Yes,5-Title I schoolwide school,408.0,Yes participating without using any Provision or the CEO,Elementary,Academy of Mathematics and Science South Inc. (90878),400891.0,724,255,368,356,11,17,410,160,123,3,0,–,–,"=""040089103604""",90878,Academy of Math and Science Peoria Advanced,"Academy of Mathematics and Science South, Inc.",25,English Language Arts
ARIZONA,Maricopa County,4013.0,1-Yes,5-Title I schoolwide school,408.0,Yes participating without using any Provision or the CEO,Elementary,Academy of Mathematics and Science South Inc. (90878),400891.0,724,255,368,356,11,17,410,160,123,3,0,–,–,"=""040089103604""",90878,Academy of Math and Science Peoria Advanced,"Academy of Mathematics and Science South, Inc.",17,Mathematics
ARIZONA,Maricopa County,4013.0,1-Yes,5-Title I schoolwide school,407.0,Yes participating without using any Provision or the CEO,Elementary,Academy of Mathematics and Science South Inc. (90878),400891.0,811,232,425,386,6,8,607,141,48,1,0,–,–,"=""040089103677""",90878,Academy of Math and Science South Mountain,"Academy of Mathematics and Science South, Inc.",36,English Language Arts
ARIZONA,Maricopa County,4013.0,1-Yes,5-Title I schoolwide school,407.0,Yes participating without using any Provision or the CEO,Elementary,Academy of Mathematics and Science South Inc. (90878),400891.0,811,232,425,386,6,8,607,141,48,1,0,–,–,"=""040089103677""",90878,Academy of Math and Science South Mountain,"Academy of Mathematics and Science South, Inc.",21,Mathematics
Arizona,Maricopa County,4013.0,1-Yes,5-Title I schoolwide school,407.0,Yes participating without using any Provision or the CEO,Elementary,Academy of Mathematics and Science South Inc. (90878),400891.0,570,173,290,280,3,1,501,38,27,0,0,–,–,"=""040089103399""",90878,Academy of Mathematics and Science South,"Academy of Mathematics and Science South, Inc.",28,English Language Arts
Arizona,Maricopa County,4013.0,1-Yes,5-Title I schoolwide school,407.0,Yes participating without using any Provision or the CEO,Elementary,Academy of Mathematics and Science South Inc. (90878),400891.0,570,173,290,280,3,1,501,38,27,0,0,–,–,"=""040089103399""",90878,Academy of Mathematics and Science South,"Academy of Mathematics and Science South, Inc.",22,Mathematics
Arizona,Pima County,4019.0,1-Yes,3-Title I schoolwide eligible-Title I targeted assistance program,402.0,Yes participating without using any Provision or the CEO,Elementary,Academy of Tucson Inc. (78897),400202.0,189,31,95,94,1,2,67,8,94,4,13,–,–,"=""040020203141""",78897,Academy of Tucson Elementary School,"Academy of Tucson, Inc.",51,English Language Arts
Arizona,Pima County,4019.0,1-Yes,3-Title I schoolwide eligible-Title I targeted assistance program,402.0,Yes participating without using any Provision or the CEO,Elementary,Academy of Tucson Inc. (78897),400202.0,189,31,95,94,1,2,67,8,94,4,13,–,–,"=""040020203141""",78897,Academy of Tucson Elementary School,"Academy of Tucson, Inc.",42,Mathematics
Arizona,Pima County,4019.0,1-Yes,2-Title I targeted assistance school,402.0,Yes participating without using any Provision or the CEO,High,Academy of Tucson Inc. (78897),400202.0,179,21,90,89,0,9,48,11,83,5,23,–,–,"=""040020201959""",78897,Academy of Tucson High School,"Academy of Tucson, Inc.",50,English Language Arts
Arizona,Pima County,4019.0,1-Yes,2-Title I targeted assistance school,402.0,Yes participating without using any Provision or the CEO,High,Academy of Tucson Inc. (78897),400202.0,179,21,90,89,0,9,48,11,83,5,23,–,–,"=""040020201959""",78897,Academy of Tucson High School,"Academy of Tucson, Inc.",41,Mathematics
Arizona,Pima County,4019.0,1-Yes,3-Title I schoolwide eligible-Title I targeted assistance program,402.0,Yes participating without using any Provision or the CEO,Middle,Academy of Tucson Inc. (78897),400202.0,180,40,88,92,2,2,64,9,84,1,18,–,–,"=""040020202312""",78897,Academy of Tucson Middle School,"Academy of Tucson, Inc.",45,English Language Arts
Arizona,Pima County,4019.0,1-Yes,3-Title I schoolwide eligible-Title I targeted assistance program,402.0,Yes participating without using any Provision or the CEO,Middle,Academy of Tucson Inc. (78897),400202.0,180,40,88,92,2,2,64,9,84,1,18,–,–,"=""040020202312""",78897,Academy of Tucson Middle School,"Academy of Tucson, Inc.",23,Mathematics
Arizona,Maricopa County,4013.0,1-Yes,5-Title I schoolwide school,405.0,No,High,Academy with Community Partners  Inc (79213),400276.0,135,–,74,61,3,0,84,12,36,0,0,–,–,"=""040027601841""",79213,Academy with Community Partners,Academy with Community Partners  Inc,*,English Language Arts
Arizona,Maricopa County,4013.0,1-Yes,5-Title I schoolwide school,405.0,No,High,Academy with Community Partners  Inc (79213),400276.0,135,–,74,61,3,0,84,12,36,0,0,–,–,"=""040027601841""",79213,Academy with Community Partners,Academy with Community Partners  Inc,*,Mathematics
Arizona,Maricopa County,4013.0,1-Yes,6-Not a Title I school,406.0,No,High,Accelerated Learning Center Inc. (4297),400121.0,151,–,82,69,1,0,29,1,112,0,8,–,–,"=""040012101581""",4297,Accelerated Learning Center,"Accelerated Learning Center, Inc.",18,English Language Arts
Arizona,Maricopa County,4013.0,1-Yes,6-Not a Title I school,406.0,No,High,Accelerated Learning Center Inc. (4297),400121.0,151,–,82,69,1,0,29,1,112,0,8,–,–,"=""040012101581""",4297,Accelerated Learning Center,"Accelerated Learning Center, Inc.",8,Mathematics
Arizona,Pima County,4019.0,1-Yes,6-Not a Title I school,403.0,No,Other,Accelerated Elementary and Secondary Schools (6364),400129.0,245,–,126,119,3,5,111,3,111,1,11,–,–,"=""040012901790""",6364,Accelerated Learning Laboratory,Accelerated Elementary and Secondary Schools,*,English Language Arts
Arizona,Pima County,4019.0,1-Yes,6-Not a Title I school,403.0,No,Other,Accelerated Elementary and Secondary Schools (6364),400129.0,245,–,126,119,3,5,111,3,111,1,11,–,–,"=""040012901790""",6364,Accelerated Learning Laboratory,Accelerated Elementary and Secondary Schools,24,Mathematics
Arizona,Maricopa County,4013.0,1-Yes,5-Title I schoolwide school,407.0,Yes under Provision 2,Elementary,Acclaim Charter School (4325),400122.0,272,252,151,121,0,1,217,0,54,0,0,–,–,"=""040012201585""",4325,ACCLAIM Academy,Acclaim Charter School,*,English Language Arts
Arizona,Maricopa County,4013.0,1-Yes,5-Title I schoolwide school,407.0,Yes under Provision 2,Elementary,Acclaim Charter School (4325),400122.0,272,252,151,121,0,1,217,0,54,0,0,–,–,"=""040012201585""",4325,ACCLAIM Academy,Acclaim Charter School,7,Mathematics
Arizona,Yavapai County,4025.0,1-Yes,5-Title I schoolwide school,404.0,Yes participating without using any Provision or the CEO,Middle,Acorn Montessori Charter School (79437),400320.0,241,42,125,116,6,0,123,0,106,1,5,–,–,"=""040032002227""",79437,Acorn Montessori Charter School,Acorn Montessori Charter School,33,English Language Arts
Arizona,Yavapai County,4025.0,1-Yes,5-Title I schoolwide school,404.0,Yes participating without using any Provision or the CEO,Middle,Acorn Montessori Charter School (79437),400320.0,241,42,125,116,6,0,123,0,106,1,5,–,–,"=""040032002227""",79437,Acorn Montessori Charter School,Acorn Montessori Charter School,24,Mathematics
Arizona,Yavapai County,4025.0,1-Yes,5-Title I schoolwide school,404.0,Yes participating without using any Provision or the CEO,Elementary,Acorn Montessori Charter School (79437),400320.0,232,55,113,119,1,2,87,2,136,0,4,–,–,"=""040032002576""",79437,"Acorn Montessori Charter School, Inc. - West",Acorn Montessori Charter School,19,English Language Arts
Arizona,Yavapai County,4025.0,1-Yes,5-Title I schoolwide school,404.0,Yes participating without using any Provision or the CEO,Elementary,Acorn Montessori Charter School (79437),400320.0,232,55,113,119,1,2,87,2,136,0,4,–,–,"=""040032002576""",79437,"Acorn Montessori Charter School, Inc. - West",Acorn Montessori Charter School,20,Mathematics
Arizona,Maricopa County,4013.0,2-No,5-Title I schoolwide school,409.0,Yes participating without using any Provision or the CEO,Elementary,Mesa Unified District (4235),404970.0,622,284,341,281,67,4,351,77,80,12,31,38.80,16.03,"=""040497000378""",4235,Adams Elementary School,Mesa Unified District,*,English Language Arts
Arizona,Maricopa County,4013.0,2-No,5-Title I schoolwide school,409.0,Yes participating without using any Provision or the CEO,Elementary,Mesa Unified District (4235),404970.0,622,284,341,281,67,4,351,77,80,12,31,38.80,16.03,"=""040497000378""",4235,Adams Elementary School,Mesa Unified District,16,Mathematics
Arizona,Maricopa County,4013.0,1-Yes,6-Not a Title I school,406.0,Yes participating without using any Provision or the CEO,Elementary,Choice Academies Inc. (90138),400805.0,529,35,286,243,3,186,54,15,243,1,27,–,–,"=""040080503050""",90138,Adams Traditional Academy,"Choice Academies, Inc.",72,English Language Arts
Arizona,Maricopa County,4013.0,1-Yes,6-Not a Title I school,406.0,Yes participating without using any Provision or the CEO,Elementary,Choice Academies Inc. (90138),400805.0,529,35,286,243,3,186,54,15,243,1,27,–,–,"=""040080503050""",90138,Adams Traditional Academy,"Choice Academies, Inc.",75,Mathematics
Arizona,Pima County,4019.0,1-Yes,5-Title I schoolwide school,402.0,Yes participating without using any Provision or the CEO,Elementary,Educational Impact Inc. (81123),400613.0,111,–,62,49,7,3,60,12,26,1,2,–,–,"=""040061302553""",81123,Adventure School,"Educational Impact, Inc.",*,English Language Arts
Arizona,Pima County,4019.0,1-Yes,5-Title I schoolwide school,402.0,Yes participating without using any Provision or the CEO,Elementary,Educational Impact Inc. (81123),400613.0,111,–,62,49,7,3,60,12,26,1,2,–,–,"=""040061302553""",81123,Adventure School,"Educational Impact, Inc.",29,Mathematics
Arizona,Pima County,4019.0,2-No,6-Not a Title I school,402.0,Yes participating without using any Provision or the CEO,Elementary,Tanque Verde Unified District (4408),408280.0,472,24,224,248,0,1,108,2,347,3,11,29.80,15.84,"=""040828001150""",4408,Agua Caliente School,Tanque Verde Unified District,67,English Language Arts
Arizona,Pima County,4019.0,2-No,6-Not a Title I school,402.0,Yes participating without using any Provision or the CEO,Elementary,Tanque Verde Unified District (4408),408280.0,472,24,224,248,0,1,108,2,347,3,11,29.80,15.84,"=""040828001150""",4408,Agua Caliente School,Tanque Verde Unified District,61,Mathematics
Arizona,Maricopa County,4013.0,2-No,5-Title I schoolwide school,403.0,Yes participating without using any Provision or the CEO,High,Agua Fria Union High School District (4289),400450.0,1608,428,818,790,11,28,1123,185,215,8,38,92.60,17.37,"=""040045000001""",4289,Agua Fria High School,Agua Fria Union High School District,31,English Language Arts
Arizona,Maricopa County,4013.0,2-No,5-Title I schoolwide school,403.0,Yes participating without using any Provision or the CEO,High,Agua Fria Union High School District (4289),400450.0,1608,428,818,790,11,28,1123,185,215,8,38,92.60,17.37,"=""040045000001""",4289,Agua Fria High School,Agua Fria Union High School District,26,Mathematics
Arizona,Maricopa County,4013.0,2-No,5-Title I schoolwide school,404.0,Yes participating without using any Provision or the CEO,Elementary,Aguila Elementary District (4249),400480.0,129,32,63,66,0,5,122,2,0,0,0,10.84,11.90,"=""040048000002""",4249,Aguila Elementary School,Aguila Elementary District,40,English Language Arts
Arizona,Maricopa County,4013.0,2-No,5-Title I schoolwide school,404.0,Yes participating without using any Provision or the CEO,Elementary,Aguila Elementary District (4249),400480.0,129,32,63,66,0,5,122,2,0,0,0,10.84,11.90,"=""040048000002""",4249,Aguila Elementary School,Aguila Elementary District,37,Mathematics
Arizona,Maricopa County,4013.0,2-No,5-Title I schoolwide school,409.0,Yes participating without using any Provision or the CEO,Elementary,Tempe School District (4258),408310.0,447,141,215,232,63,2,296,35,30,1,20,34.09,13.11,"=""040831000763""",4258,Aguilar School,Tempe School District,*,English Language Arts
Arizona,Maricopa County,4013.0,2-No,5-Title I schoolwide school,409.0,Yes participating without using any Provision or the CEO,Elementary,Tempe School District (4258),408310.0,447,141,215,232,63,2,296,35,30,1,20,34.09,13.11,"=""040831000763""",4258,Aguilar School,Tempe School District,16,Mathematics
ARIZONA,Maricopa County,4013.0,1-Yes,5-Title I schoolwide school,407.0,Yes under Community Eligibility Option (CEO),High,Espiritu Schools (92902),400939.0,67,36,37,30,0,0,65,1,1,0,0,–,–,"=""040093903495""",92902,AIM Higher College Prep Academy,Espiritu Schools,*,English Language Arts
ARIZONA,Maricopa County,4013.0,1-Yes,5-Title I schoolwide school,407.0,Yes under Community Eligibility Option (CEO),High,Espiritu Schools (92902),400939.0,67,36,37,30,0,0,65,1,1,0,0,–,–,"=""040093903495""",92902,AIM Higher College Prep Academy,Espiritu Schools,25,Mathematics
Arizona,Pima County,4019.0,2-No,5-Title I schoolwide school,403.0,Yes under Provision 2,Elementary,Ajo Unified District (4409),400520.0,280,209,147,133,24,5,199,2,39,0,11,20.61,13.59,"=""040052000003""",4409,Ajo Elementary School,Ajo Unified District,13,English Language Arts
Arizona,Pima County,4019.0,2-No,5-Title I schoolwide school,403.0,Yes under Provision 2,Elementary,Ajo Unified District (4409),400520.0,280,209,147,133,24,5,199,2,39,0,11,20.61,13.59,"=""040052000003""",4409,Ajo Elementary School,Ajo Unified District,10,Mathematics
Arizona,Pima County,4019.0,2-No,5-Title I schoolwide school,403.0,Yes under Provision 2,High,Ajo Unified District (4409),400520.0,129,83,65,64,5,3,97,1,20,0,3,11.90,10.84,"=""040052003063""",4409,Ajo High School,Ajo Unified District,7,English Language Arts
Arizona,Pima County,4019.0,2-No,5-Title I schoolwide school,403.0,Yes under Provision 2,High,Ajo Unified District (4409),400520.0,129,83,65,64,5,3,97,1,20,0,3,11.90,10.84,"=""040052003063""",4409,Ajo High School,Ajo Unified District,*,Mathematics
Arizona,Pinal County,4021.0,1-Yes,5-Title I schoolwide school,401.0,No,Elementary,Akimel O'Otham Pee Posh Charter School Inc. (78966),400404.0,8,–,4,4,8,0,0,0,0,0,0,–,–,"=""040040401993""",78966,Akimel O'Otham Pee Posh (3-5),"Akimel O'Otham Pee Posh Charter School, Inc.",*,English Language Arts
Arizona,Pinal County,4021.0,1-Yes,5-Title I schoolwide school,401.0,No,Elementary,Akimel O'Otham Pee Posh Charter School Inc. (78966),400404.0,8,–,4,4,8,0,0,0,0,0,0,–,–,"=""040040401993""",78966,Akimel O'Otham Pee Posh (3-5),"Akimel O'Otham Pee Posh Charter School, Inc.",*,Mathematics
Arizona,Navajo County,4017.0,2-No,5-Title I schoolwide school,401.0,Yes under Community Eligibility Option (CEO),High,Whiteriver Unified District (4394),409160.0,703,562,354,349,691,1,7,0,0,1,3,31.00,22.68,"=""040916000005""",4394,Alchesay High School,Whiteriver Unified District,4,English Language Arts
Arizona,Navajo County,4017.0,2-No,5-Title I schoolwide school,401.0,Yes under Community Eligibility Option (CEO),High,Whiteriver Unified District (4394),409160.0,703,562,354,349,691,1,7,0,0,1,3,31.00,22.68,"=""040916000005""",4394,Alchesay High School,Whiteriver Unified District,2,Mathematics
Arizona,Maricopa County,4013.0,2-No,5-Title I schoolwide school,407.0,Yes under Provision 2,High,Phoenix Union High School District (4286),406330.0,2395,2059,1251,1144,29,112,1882,251,100,4,17,131.80,18.17,"=""040633000538""",4286,Alhambra High School,Phoenix Union High School District,7,English Language Arts
Arizona,Maricopa County,4013.0,2-No,5-Title I schoolwide school,407.0,Yes under Provision 2,High,Phoenix Union High School District (4286),406330.0,2395,2059,1251,1144,29,112,1882,251,100,4,17,131.80,18.17,"=""040633000538""",4286,Alhambra High School,Phoenix Union High School District,9,Mathematics
